,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
179,GU41198,California,No,Extended,Bachelor,2011-01-07,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize
180,YB42706,Nevada,No,Extended,College,2011-01-23,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Branch,Two-Door Car,Small
181,UX91266,California,No,Extended,Bachelor,2011-01-10,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
182,WO53546,Oregon,No,Basic,College,2011-01-28,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize
183,ZX85480,Washington,No,Basic,High School or Below,2011-01-02,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Large
184,NS57426,Arizona,No,Extended,Bachelor,2011-02-11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
185,QJ22057,Nevada,No,Basic,College,2011-02-22,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large
186,FZ79470,Arizona,No,Basic,Bachelor,2011-02-24,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,Four-Door Car,Medsize
187,EM29019,Arizona,No,Basic,Bachelor,2011-02-18,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize
188,VE64781,Arizona,No,Basic,Bachelor,2011-02-14,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
189,ZS94723,Arizona,No,Extended,High School or Below,2011-02-05,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
190,UB51030,Washington,No,Basic,High School or Below,2011-02-15,Unemployed,F,Suburban,Single,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize
191,IE36279,California,No,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer3,Call Center,Two-Door Car,Medsize
192,BW80872,Washington,No,Premium,High School or Below,2011-01-13,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
193,XQ51968,California,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
194,EP29567,Washington,No,Extended,Master,2011-01-24,Retired,M,Suburban,Married,Corporate Auto,Corporate L1,Offer3,Web,Four-Door Car,Medsize
195,AX70794,California,No,Basic,High School or Below,2011-02-04,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
196,NJ46849,Arizona,No,Basic,College,2011-01-09,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
197,WH20102,California,Yes,Basic,College,2011-01-11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,SUV,Medsize
198,QO86948,Nevada,No,Basic,High School or Below,2011-02-18,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Small
199,DN14211,Oregon,No,Basic,College,2011-01-17,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
200,GL66847,Arizona,Yes,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
201,YJ16163,Oregon,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Single,Special Auto,Special L3,Offer2,Agent,Luxury Car,Medsize
202,QT27514,California,Yes,Basic,Bachelor,2011-01-12,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small
203,QF17381,Arizona,No,Basic,Bachelor,2011-01-06,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small
204,BL90769,California,Yes,Basic,Bachelor,2011-01-11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
205,LH26563,Oregon,No,Premium,High School or Below,2011-02-08,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Small
206,WK24299,California,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
207,MN74944,Arizona,No,Extended,College,2011-02-28,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize
208,LE65901,Oregon,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
209,OO72857,Oregon,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
210,FP34904,Oregon,No,Basic,College,2011-01-08,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Web,Four-Door Car,Medsize
211,MR60878,Oregon,No,Basic,Bachelor,2011-02-15,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Small
212,CY45848,Oregon,No,Premium,Bachelor,2011-01-30,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize
213,BC66921,Nevada,No,Basic,High School or Below,2011-02-16,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
214,FM52759,Nevada,Yes,Basic,Bachelor,2011-01-13,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
215,HH30454,Oregon,No,Premium,Bachelor,2011-02-23,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize
216,NI18835,California,No,Basic,Bachelor,2011-02-15,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
217,YP41539,Oregon,No,Basic,High School or Below,2011-02-25,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
218,NL75739,Arizona,No,Basic,High School or Below,2011-01-02,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
219,RF94484,Oregon,Yes,Basic,College,2011-01-28,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Large
220,MS11057,Oregon,No,Premium,Bachelor,2011-01-31,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
221,TK38732,Oregon,No,Extended,High School or Below,2011-02-18,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,SUV,Medsize
222,FI86516,Oregon,No,Basic,Bachelor,2011-01-26,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Small
223,KS12294,California,No,Premium,Bachelor,2011-02-16,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
224,BS90503,Washington,No,Basic,Bachelor,2011-02-15,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Web,Four-Door Car,Medsize
225,AG39150,Oregon,No,Basic,Bachelor,2011-02-04,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
226,BJ22117,Washington,No,Basic,Master,2011-02-10,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize
227,BK85520,Oregon,No,Basic,College,2011-02-08,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
228,MU76701,Washington,No,Extended,College,2011-01-20,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small
229,JH73503,Arizona,No,Basic,Doctor,2011-02-01,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,Two-Door Car,Small
230,JC38573,Oregon,Yes,Basic,Bachelor,2011-01-19,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
231,NL33789,California,No,Basic,Bachelor,2011-01-20,Employed,F,Rural,Divorced,Corporate Auto,Corporate L2,Offer2,Call Center,SUV,Medsize
232,OY44814,Arizona,No,Basic,High School or Below,2011-01-22,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize
233,AQ70385,Oregon,No,Basic,High School or Below,2011-01-13,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
234,VZ81004,Oregon,No,Premium,Master,2011-01-26,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Sports Car,Large
235,OU53351,Arizona,No,Basic,College,2011-02-18,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Agent,Four-Door Car,Small
236,BZ92811,California,No,Premium,High School or Below,2011-02-20,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,SUV,Medsize
237,DO18118,Oregon,No,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize
238,QN62538,Nevada,No,Basic,High School or Below,2011-02-24,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Small
239,DX34647,California,No,Extended,College,2011-02-24,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Large
240,PT40521,California,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Corporate Auto,Corporate L1,Offer1,Agent,SUV,Medsize
241,IB81655,California,No,Basic,Bachelor,2011-01-24,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
242,WO95180,California,Yes,Basic,High School or Below,2011-01-29,Retired,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
243,BU72633,Nevada,No,Basic,Master,2011-01-10,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
244,PR37714,California,No,Extended,Bachelor,2011-02-23,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
245,ZU76536,California,No,Extended,High School or Below,2011-01-30,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
246,EP82214,Arizona,No,Extended,High School or Below,2011-01-07,Employed,F,Urban,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize
247,CC46747,Arizona,No,Extended,High School or Below,2011-01-08,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
248,OY20177,Oregon,No,Extended,High School or Below,2011-02-17,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Four-Door Car,Medsize
249,BL44722,Nevada,Yes,Premium,High School or Below,2011-01-31,Employed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
250,LK57294,Oregon,No,Basic,High School or Below,2011-02-25,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize
251,LC33025,Oregon,No,Extended,College,2011-02-14,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Luxury Car,Medsize
252,NG15645,California,No,Basic,Master,2011-01-11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Four-Door Car,Medsize
253,SZ37147,California,No,Basic,Bachelor,2011-01-21,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Medsize
254,CJ59481,Washington,No,Basic,College,2011-02-28,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
255,DN98431,Oregon,No,Basic,High School or Below,2011-02-27,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
256,ZX73673,Arizona,Yes,Basic,Bachelor,2011-02-06,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small
257,BI38192,Oregon,No,Basic,High School or Below,2011-02-01,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
258,GH48839,California,Yes,Basic,College,2011-01-03,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize
259,AN97123,Nevada,No,Premium,College,2011-02-21,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize
260,IQ40799,Washington,No,Basic,Bachelor,2011-01-22,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Small
261,ZC32761,Arizona,No,Basic,Bachelor,2011-02-15,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large
262,GX47381,California,Yes,Extended,High School or Below,2011-01-31,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize
263,CV44550,Arizona,No,Premium,College,2011-01-18,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Small
264,NH76558,California,No,Basic,High School or Below,2011-01-26,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
265,CR12479,Nevada,No,Basic,College,2011-01-30,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
266,VS42598,California,Yes,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer2,Web,Two-Door Car,Medsize
267,AA30683,California,No,Premium,Bachelor,2011-01-15,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
268,OL28568,California,No,Premium,Bachelor,2011-02-07,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize
269,RA38184,Arizona,No,Extended,Bachelor,2011-02-03,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
270,FX57380,California,Yes,Basic,Bachelor,2011-02-17,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize
271,RH70599,Arizona,No,Basic,Bachelor,2011-02-08,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
272,LU36517,California,No,Premium,Bachelor,2011-01-19,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Small
273,IN77241,Washington,No,Basic,Bachelor,2011-02-06,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Branch,Two-Door Car,Medsize
274,NY57065,California,No,Basic,Bachelor,2011-01-08,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Two-Door Car,Small
275,OB66874,Oregon,No,Basic,College,2011-01-12,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Web,Two-Door Car,Large
276,ZV36800,Oregon,No,Basic,Bachelor,2011-01-23,Disabled,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Sports Car,Medsize
277,FQ83162,Washington,No,Basic,College,2011-02-01,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize
278,HO29524,California,No,Extended,College,2011-02-04,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Medsize
279,FK94501,Nevada,No,Basic,Bachelor,2011-01-31,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Web,SUV,Large
280,DW72445,Oregon,No,Extended,College,2011-01-29,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
281,IO25161,Arizona,No,Basic,College,2011-02-19,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
282,LU79865,Nevada,No,Basic,Bachelor,2011-02-27,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
283,JR26812,Nevada,No,Extended,College,2011-02-14,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize
284,XT45580,Oregon,No,Basic,College,2011-02-25,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Branch,SUV,Large
285,CT51200,Oregon,No,Basic,High School or Below,2011-02-17,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Web,Four-Door Car,Medsize
286,GD57363,California,No,Basic,College,2011-02-27,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
287,QF66202,Nevada,No,Basic,College,2011-02-19,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
288,BB82067,Oregon,No,Extended,Doctor,2011-01-02,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Sports Car,Medsize
289,CF41619,Nevada,No,Basic,College,2011-02-09,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
290,JY16280,California,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
291,BV25135,California,No,Extended,Bachelor,2011-02-11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
292,UW10841,California,No,Basic,Bachelor,2011-02-21,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
293,ON39271,California,No,Basic,Master,2011-02-21,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
294,OW33876,Washington,No,Basic,College,2011-02-14,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize
295,TP41703,Washington,No,Basic,Bachelor,2011-02-01,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer4,Call Center,Two-Door Car,Medsize
296,LR10110,Washington,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize
297,MQ73697,Nevada,No,Extended,College,2011-02-21,Employed,F,Urban,Married,Corporate Auto,Corporate L3,Offer4,Call Center,Two-Door Car,Large
298,QA45054,Arizona,No,Basic,High School or Below,2011-01-18,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Small
299,YD58301,California,No,Extended,High School or Below,2011-01-27,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
300,DO51363,Oregon,No,Extended,Bachelor,2011-02-04,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize
301,YG98004,Oregon,No,Premium,Master,2011-02-18,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
302,IZ88103,California,No,Premium,Bachelor,2011-01-04,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
303,RF44930,California,No,Basic,College,2011-01-29,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
304,VF17463,Oregon,Yes,Basic,College,2011-02-07,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Sports Car,Medsize
305,DN34058,Washington,No,Extended,Bachelor,2011-01-21,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Branch,Four-Door Car,Small
306,WL69218,Oregon,No,Basic,Bachelor,2011-01-24,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
307,PR74833,Oregon,No,Extended,Bachelor,2011-02-04,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
308,LE28486,Oregon,No,Basic,College,2011-02-05,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
309,VX43756,Oregon,No,Basic,College,2011-01-27,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize
310,RN71166,Oregon,No,Basic,High School or Below,2011-01-26,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
311,GV91160,Oregon,Yes,Extended,High School or Below,2011-01-20,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large
312,XY66810,California,No,Basic,Bachelor,2011-02-09,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
313,MG66142,Oregon,No,Extended,Bachelor,2011-02-19,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small
314,FP67680,California,No,Extended,High School or Below,2011-01-20,Medical Leave,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
315,XO75323,California,No,Basic,College,2011-02-18,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,SUV,Medsize
316,VI78454,Arizona,No,Basic,College,2011-01-22,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Large
317,HM20544,Washington,No,Basic,College,2011-02-05,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
