,Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
180,IU25463,California,No,Premium,Bachelor,2/18/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
181,KC11055,Nevada,No,Extended,Bachelor,1/24/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Luxury Car,Medsize
182,PD33979,Oregon,No,Basic,High School or Below,2/18/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Large
183,NK71023,Nevada,No,Extended,Bachelor,1/19/11,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Small
184,AB13432,California,No,Basic,Bachelor,1/4/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
185,OZ97704,California,No,Basic,High School or Below,2/7/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small
186,UF46533,California,No,Basic,College,1/30/11,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Branch,SUV,Medsize
187,XP47431,Arizona,Yes,Extended,Bachelor,2/17/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,SUV,Medsize
188,GK73582,California,No,Extended,Bachelor,1/13/11,Employed,F,Urban,Single,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize
189,RV98763,Oregon,No,Extended,College,2/8/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
190,II62831,California,No,Basic,Master,1/29/11,Employed,M,Urban,Married,Special Auto,Special L2,Offer4,Web,SUV,Medsize
191,XK33449,California,No,Basic,High School or Below,2/5/11,Unemployed,F,Suburban,Single,Special Auto,Special L3,Offer4,Branch,Two-Door Car,Small
192,TR85083,California,No,Basic,Bachelor,1/20/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
193,EO95328,Oregon,No,Basic,Bachelor,1/27/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Small
194,EN21086,Arizona,No,Basic,High School or Below,1/9/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small
195,YL83902,Washington,No,Extended,Bachelor,1/11/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
196,AZ62651,Oregon,No,Premium,High School or Below,2/17/11,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer4,Web,Luxury SUV,Medsize
197,ZW25874,Oregon,No,Basic,Bachelor,2/16/11,Employed,M,Rural,Single,Special Auto,Special L3,Offer1,Branch,Four-Door Car,Medsize
198,EH41854,Washington,No,Extended,High School or Below,2/10/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Branch,Two-Door Car,Medsize
199,MW70227,California,Yes,Extended,College,2/19/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize
200,SL22297,California,No,Premium,Master,1/21/11,Disabled,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize
201,RV14138,Nevada,Yes,Extended,Bachelor,2/27/11,Retired,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
202,UO62808,Arizona,No,Basic,High School or Below,2/4/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Call Center,Four-Door Car,Medsize
203,ZX64745,California,No,Basic,College,1/18/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
204,FL34139,California,No,Basic,High School or Below,2/3/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
205,TS11219,California,No,Basic,College,1/2/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize
206,XX12304,California,No,Basic,College,1/9/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
207,SD64087,California,No,Premium,College,1/19/11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Small
208,OY38576,Oregon,No,Basic,High School or Below,1/11/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Agent,SUV,Medsize
209,BG76355,Washington,No,Extended,Bachelor,1/31/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize
210,IP66913,California,No,Extended,High School or Below,1/11/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
211,LE95702,California,Yes,Basic,College,2/11/11,Retired,M,Suburban,Single,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize
212,KX54357,Washington,No,Extended,College,1/22/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Web,Two-Door Car,Small
213,EZ78112,California,No,Basic,High School or Below,2/24/11,Employed,F,Urban,Single,Special Auto,Special L3,Offer1,Agent,Four-Door Car,Medsize
214,XN16891,Arizona,No,Basic,College,2/28/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Small
215,XK31350,Oregon,No,Extended,College,1/25/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Call Center,Four-Door Car,Large
216,CC30924,Oregon,No,Premium,College,2/26/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer4,Agent,Sports Car,Small
217,IT78748,Oregon,Yes,Extended,High School or Below,2/19/11,Disabled,F,Suburban,Married,Special Auto,Special L3,Offer1,Agent,Two-Door Car,Small
218,KY33386,Washington,Yes,Basic,High School or Below,1/2/11,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Web,Sports Car,Medsize
219,CO44221,California,No,Basic,College,1/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
220,LK60013,Oregon,No,Basic,Bachelor,1/26/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize
221,DE21533,California,No,Basic,Bachelor,2/2/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
222,YS94121,Nevada,No,Basic,High School or Below,2/27/11,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Small
223,UK68427,Washington,Yes,Extended,High School or Below,1/20/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Small
224,TE49565,Oregon,No,Basic,College,1/17/11,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,SUV,Small
225,RA88421,Oregon,No,Extended,College,1/17/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
226,KQ51983,Nevada,No,Basic,College,2/24/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize
227,CD88896,Nevada,Yes,Basic,High School or Below,2/14/11,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
228,YV22553,Arizona,No,Basic,High School or Below,2/20/11,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Small
229,WU14435,California,No,Basic,Bachelor,2/19/11,Disabled,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Small
230,XV84099,Arizona,Yes,Basic,Bachelor,2/8/11,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize
231,RI24911,Arizona,Yes,Basic,College,2/6/11,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
232,KO26461,Arizona,No,Extended,High School or Below,2/27/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
233,HI14283,Oregon,No,Premium,Bachelor,2/1/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Small
234,PT50227,Arizona,No,Basic,High School or Below,2/23/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Two-Door Car,Medsize
235,BH36570,California,No,Basic,Bachelor,1/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small
236,TX17484,California,No,Basic,Bachelor,2/10/11,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Large
237,CT41158,Washington,No,Extended,College,2/25/11,Employed,M,Urban,Divorced,Corporate Auto,Corporate L1,Offer2,Branch,SUV,Large
238,AO87348,Washington,No,Basic,College,2/16/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
239,DE55857,Washington,No,Basic,Bachelor,1/30/11,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
240,LF66923,Nevada,No,Basic,High School or Below,2/11/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Small
241,CN24514,Arizona,No,Basic,College,1/14/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Large
242,UW32074,Oregon,No,Basic,College,2/14/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small
243,HP36979,California,No,Extended,College,2/3/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Large
244,PP40919,California,No,Extended,College,1/31/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
245,RO73268,California,No,Extended,Bachelor,2/15/11,Disabled,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer3,Agent,Two-Door Car,Medsize
246,HO61691,Arizona,No,Basic,Bachelor,2/27/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Agent,Four-Door Car,Medsize
247,BS13062,Arizona,No,Extended,High School or Below,1/21/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Small
248,FO35655,Oregon,No,Extended,Bachelor,1/14/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Luxury SUV,Medsize
249,HR10526,California,No,Basic,Master,1/25/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
250,IA63417,Arizona,No,Premium,High School or Below,2/2/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer3,Web,Two-Door Car,Medsize
251,BH35016,Nevada,No,Basic,Bachelor,2/9/11,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize
252,PK52952,Arizona,No,Basic,Doctor,2/28/11,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
253,OD76309,Washington,Yes,Basic,College,1/27/11,Retired,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Small
254,IL28481,Oregon,No,Extended,Bachelor,2/19/11,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Large
255,GY55092,Nevada,Yes,Extended,High School or Below,2/18/11,Retired,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
256,UF33451,Oregon,No,Extended,Bachelor,2/14/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
257,CF15558,California,No,Basic,Master,1/30/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Small
258,JM62924,Washington,No,Extended,Bachelor,2/9/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
259,EM66435,Oregon,No,Basic,Bachelor,2/6/11,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
260,QX45933,California,No,Basic,Bachelor,2/23/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
261,JI71369,California,No,Basic,College,2/22/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize
262,JU93290,Arizona,No,Basic,College,1/16/11,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
263,GU66096,Arizona,No,Basic,High School or Below,2/2/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
264,UC33108,California,No,Extended,Bachelor,2/22/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
265,LW93867,Oregon,No,Basic,College,1/3/11,Medical Leave,M,Rural,Married,Corporate Auto,Corporate L1,Offer1,Web,Four-Door Car,Medsize
266,OU78470,Arizona,No,Extended,Master,2/27/11,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Medsize
267,XW90265,Arizona,No,Basic,Bachelor,2/15/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small
268,HS67749,California,No,Extended,College,1/11/11,Employed,M,Rural,Married,Corporate Auto,Corporate L1,Offer4,Agent,Four-Door Car,Medsize
269,VZ51506,Arizona,No,Basic,High School or Below,1/21/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Sports Car,Medsize
270,UI64281,Nevada,No,Basic,Master,1/26/11,Medical Leave,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Two-Door Car,Medsize
271,AE98193,Washington,No,Basic,High School or Below,1/1/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
272,AZ74055,Oregon,No,Premium,High School or Below,2/23/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
273,XS76911,Arizona,No,Extended,High School or Below,2/4/11,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Sports Car,Small
274,AY40674,Washington,No,Extended,Bachelor,2/6/11,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
275,NA12740,Oregon,No,Basic,Master,2/10/11,Disabled,M,Rural,Married,Special Auto,Special L3,Offer1,Web,Two-Door Car,Medsize
276,UA84837,Arizona,No,Premium,College,1/2/11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
277,DJ51510,Arizona,No,Premium,High School or Below,2/10/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
278,VM58985,California,No,Extended,College,1/19/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize
279,OH60605,Oregon,No,Extended,High School or Below,2/23/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
280,UO98052,Nevada,No,Extended,College,1/7/11,Unemployed,M,Urban,Single,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
281,NC53424,California,No,Basic,Bachelor,1/14/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Medsize
282,LQ13873,Nevada,No,Basic,High School or Below,2/15/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
283,LA97014,Washington,No,Basic,Bachelor,2/24/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize
284,NB79936,Washington,No,Premium,Bachelor,2/2/11,Employed,M,Rural,Single,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
285,NT89061,Arizona,No,Extended,High School or Below,1/7/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
286,AF10970,Arizona,No,Basic,Bachelor,2/28/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize
287,ZG48513,California,No,Basic,Bachelor,2/17/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
288,JQ59145,California,No,Basic,High School or Below,2/12/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Sports Car,Medsize
289,FE84989,Washington,No,Basic,College,1/9/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Large
290,JT52858,Oregon,No,Premium,Bachelor,1/10/11,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize
291,MC62068,California,No,Extended,High School or Below,1/8/11,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Large
292,EU27538,Oregon,No,Extended,Master,1/25/11,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Medsize
293,RH42306,Arizona,No,Basic,Bachelor,1/27/11,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer3,Web,Four-Door Car,Small
294,US23612,Oregon,No,Premium,High School or Below,1/12/11,Disabled,F,Rural,Married,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Large
295,WV76014,Arizona,No,Basic,Doctor,1/16/11,Employed,M,Rural,Single,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize
296,RK96223,California,No,Basic,College,1/22/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
297,MF82000,Washington,No,Basic,Bachelor,1/13/11,Unemployed,F,Rural,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize
298,FM46980,Arizona,No,Basic,College,2/11/11,Employed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Small
299,SY56792,Oregon,No,Premium,High School or Below,1/4/11,Unemployed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer3,Web,Four-Door Car,Medsize
300,RF61565,California,No,Basic,College,1/29/11,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
301,IM94808,Nevada,No,Basic,Bachelor,2/28/11,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,Four-Door Car,Medsize
302,VI14730,Oregon,Yes,Basic,High School or Below,2/4/11,Retired,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Web,Sports Car,Medsize
303,YR34119,Washington,No,Basic,College,2/2/11,Employed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,SUV,Small
304,RR77985,Oregon,No,Extended,Bachelor,1/3/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize
305,VC22097,Washington,Yes,Basic,College,2/21/11,Unemployed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize
306,WV17090,California,No,Basic,Bachelor,2/1/11,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer2,Call Center,SUV,Medsize
307,TM23514,Oregon,No,Extended,College,1/1/11,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize
308,MQ68407,Oregon,Yes,Premium,Bachelor,2/28/11,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
309,GJ59592,California,Yes,Basic,Bachelor,1/12/11,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Small
310,FY56083,Oregon,No,Basic,Bachelor,2/13/11,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
311,UA94723,Oregon,Yes,Basic,High School or Below,1/29/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
312,FW91032,California,No,Basic,High School or Below,2/13/11,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer4,Agent,Four-Door Car,Medsize
313,DE34457,Oregon,No,Basic,Doctor,1/22/11,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,SUV,Small
314,HD32044,Oregon,No,Premium,Master,1/25/11,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
315,HH30454,Oregon,No,Premium,Bachelor,2/23/11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Branch,SUV,Medsize
316,AH84063,Oregon,No,Extended,College,2/18/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer3,Call Center,SUV,Medsize
317,QA17596,California,No,Extended,Bachelor,1/3/11,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
318,XI41052,California,No,Extended,Bachelor,1/9/11,Employed,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize
319,DI30528,California,Yes,Basic,Master,1/3/11,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Large
320,SC66359,Arizona,No,Basic,College,2/21/11,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,SUV,Small
321,EN61670,Arizona,Yes,Basic,Doctor,2/22/11,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
322,DQ10761,Oregon,No,Basic,Bachelor,1/9/11,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
323,BQ51587,California,No,Basic,College,2/7/11,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
324,JE21522,California,No,Extended,Bachelor,2/26/11,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
325,WS47147,California,Yes,Basic,College,1/30/11,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
